event_time,applications_last_24h,is_new_device,identity_match_score,device_account_count,payment_account_count,ip_risk_score,fraud_label
2026-01-17T13:00:00+00:00,3,0,0.487,2,1,0.219,0
2026-01-17T14:00:00+00:00,0,0,0.79,6,5,0.913,1
2026-01-17T15:00:00+00:00,0,0,0.454,5,4,0.012,1
2026-01-17T16:00:00+00:00,4,0,0.745,3,1,0.502,0
2026-01-17T17:00:00+00:00,6,0,0.893,2,1,0.918,1
2026-01-17T18:00:00+00:00,3,0,0.556,5,3,0.815,1
2026-01-17T19:00:00+00:00,6,0,0.493,4,4,0.565,1
2026-01-17T20:00:00+00:00,3,0,0.615,1,1,0.094,0
2026-01-17T21:00:00+00:00,8,0,0.712,6,1,0.703,1
2026-01-17T22:00:00+00:00,6,1,0.805,3,5,0.977,1
2026-01-17T23:00:00+00:00,8,0,0.956,2,2,0.901,1
2026-01-18T00:00:00+00:00,7,0,0.599,1,3,0.899,1
2026-01-18T01:00:00+00:00,0,0,0.549,3,1,0.961,1
2026-01-18T02:00:00+00:00,6,0,0.961,3,2,0.564,1
2026-01-18T03:00:00+00:00,6,0,0.822,5,3,0.384,1
2026-01-18T04:00:00+00:00,1,0,0.725,3,1,0.098,0
2026-01-18T05:00:00+00:00,1,1,0.637,5,5,0.397,1
2026-01-18T06:00:00+00:00,0,0,0.799,4,4,0.228,1
2026-01-18T07:00:00+00:00,6,0,0.688,6,5,0.661,1
2026-01-18T08:00:00+00:00,4,1,0.889,6,1,0.082,1
2026-01-18T09:00:00+00:00,2,1,0.857,3,3,0.107,0
2026-01-18T10:00:00+00:00,4,1,0.695,3,1,0.133,1
2026-01-18T11:00:00+00:00,7,1,0.756,5,4,0.103,1
2026-01-18T12:00:00+00:00,8,1,0.501,5,3,0.864,1
2026-01-18T13:00:00+00:00,6,1,0.663,1,5,0.905,1
2026-01-18T14:00:00+00:00,8,0,0.543,4,2,0.139,1
2026-01-18T15:00:00+00:00,7,0,0.53,2,4,0.276,1
2026-01-18T16:00:00+00:00,1,0,0.649,2,4,0.594,1
2026-01-18T17:00:00+00:00,1,1,0.525,1,4,0.332,1
2026-01-18T18:00:00+00:00,5,0,0.692,4,5,0.136,1
2026-01-18T19:00:00+00:00,3,0,0.713,2,4,0.969,1
2026-01-18T20:00:00+00:00,7,0,0.982,2,3,0.376,1
2026-01-18T21:00:00+00:00,6,0,0.651,5,2,0.592,1
2026-01-18T22:00:00+00:00,8,0,0.465,6,4,0.943,1
2026-01-18T23:00:00+00:00,4,1,0.907,1,4,0.673,1
2026-01-19T00:00:00+00:00,4,1,0.583,6,2,0.715,1
2026-01-19T01:00:00+00:00,1,0,0.697,5,4,0.582,1
2026-01-19T02:00:00+00:00,6,0,0.749,3,5,0.594,1
2026-01-19T03:00:00+00:00,1,0,0.873,6,3,0.166,1
2026-01-19T04:00:00+00:00,6,0,0.982,3,4,0.106,1
2026-01-19T05:00:00+00:00,3,1,0.731,5,5,0.581,1
2026-01-19T06:00:00+00:00,7,0,0.656,4,5,0.69,1
2026-01-19T07:00:00+00:00,0,1,0.716,3,4,0.921,1
2026-01-19T08:00:00+00:00,2,1,0.642,3,4,0.784,1
2026-01-19T09:00:00+00:00,5,0,0.712,4,4,0.319,1
2026-01-19T10:00:00+00:00,1,0,0.462,3,1,0.677,0
2026-01-19T11:00:00+00:00,3,1,0.734,5,2,0.331,1
2026-01-19T12:00:00+00:00,7,0,0.578,4,2,0.186,1
2026-01-19T13:00:00+00:00,6,0,0.466,5,2,0.45,1
2026-01-19T14:00:00+00:00,0,0,0.838,2,3,0.752,0
2026-01-19T15:00:00+00:00,1,0,0.768,5,2,0.366,1
2026-01-19T16:00:00+00:00,1,1,0.594,4,5,0.966,1
2026-01-19T17:00:00+00:00,6,0,0.786,5,1,0.348,1
2026-01-19T18:00:00+00:00,2,0,0.898,6,3,0.919,1
2026-01-19T19:00:00+00:00,2,0,0.622,2,3,0.117,0
2026-01-19T20:00:00+00:00,2,0,0.731,4,5,0.138,1
2026-01-19T21:00:00+00:00,2,0,0.718,5,2,0.555,1
2026-01-19T22:00:00+00:00,2,0,0.553,4,5,0.054,1
2026-01-19T23:00:00+00:00,0,0,0.717,2,4,0.964,1
2026-01-20T00:00:00+00:00,7,0,0.675,4,4,0.71,1
2026-01-20T01:00:00+00:00,2,0,0.495,1,2,0.292,0
2026-01-20T02:00:00+00:00,8,0,0.609,4,5,0.743,1
2026-01-20T03:00:00+00:00,8,0,0.731,5,1,0.268,1
2026-01-20T04:00:00+00:00,5,0,0.748,1,4,0.546,1
2026-01-20T05:00:00+00:00,1,0,0.855,6,2,0.298,1
2026-01-20T06:00:00+00:00,7,0,0.595,1,4,0.865,1
2026-01-20T07:00:00+00:00,3,1,0.565,6,5,0.689,1
2026-01-20T08:00:00+00:00,6,0,0.541,2,2,0.814,1
2026-01-20T09:00:00+00:00,5,0,0.743,5,5,0.168,1
2026-01-20T10:00:00+00:00,4,0,0.609,3,5,0.985,1
2026-01-20T11:00:00+00:00,1,0,0.525,4,1,0.992,1
2026-01-20T12:00:00+00:00,2,0,0.836,2,2,0.146,0
2026-01-20T13:00:00+00:00,3,0,0.869,6,4,0.489,1
2026-01-20T14:00:00+00:00,4,0,0.795,4,4,0.076,1
2026-01-20T15:00:00+00:00,1,0,0.672,6,3,0.695,1
2026-01-20T16:00:00+00:00,7,0,0.973,3,5,0.002,1
2026-01-20T17:00:00+00:00,1,0,0.852,4,3,0.85,1
2026-01-20T18:00:00+00:00,6,0,0.57,4,2,0.495,1
2026-01-20T19:00:00+00:00,4,0,0.636,5,2,0.566,1
2026-01-20T20:00:00+00:00,5,0,0.942,1,1,0.1,1
2026-01-20T21:00:00+00:00,7,0,0.459,2,4,0.457,1
2026-01-20T22:00:00+00:00,6,0,0.561,6,2,0.882,1
2026-01-20T23:00:00+00:00,4,0,0.501,3,3,0.082,0
2026-01-21T00:00:00+00:00,2,0,0.478,6,3,0.726,1
2026-01-21T01:00:00+00:00,6,0,0.811,6,1,0.001,1
2026-01-21T02:00:00+00:00,2,0,0.777,5,4,0.009,1
2026-01-21T03:00:00+00:00,1,0,0.993,4,2,0.478,1
2026-01-21T04:00:00+00:00,1,1,0.852,1,1,0.313,0
2026-01-21T05:00:00+00:00,2,0,0.66,2,2,0.068,0
2026-01-21T06:00:00+00:00,2,0,0.692,6,2,0.628,1
2026-01-21T07:00:00+00:00,6,1,0.789,4,2,0.087,1
2026-01-21T08:00:00+00:00,1,1,0.774,4,3,0.963,1
2026-01-21T09:00:00+00:00,2,0,0.586,6,1,0.248,1
2026-01-21T10:00:00+00:00,4,0,0.878,6,1,0.848,1
2026-01-21T11:00:00+00:00,4,0,0.563,5,5,0.189,1
2026-01-21T12:00:00+00:00,0,0,0.881,2,4,0.386,1
2026-01-21T13:00:00+00:00,1,1,0.741,1,3,0.934,1
2026-01-21T14:00:00+00:00,6,1,0.651,6,2,0.763,1
2026-01-21T15:00:00+00:00,1,0,0.459,1,1,0.262,0
2026-01-21T16:00:00+00:00,0,1,0.972,4,5,0.286,1
2026-01-21T17:00:00+00:00,6,0,0.683,4,1,0.641,1
2026-01-21T18:00:00+00:00,2,0,0.603,3,1,0.511,0
2026-01-21T19:00:00+00:00,2,1,0.745,4,5,0.634,1
